Licence plate,VIN,Make,Model,Type,Capacity,Autonomie,End of Contract,Country,Category,Activated
XD781F,5YJSA7E26JF285122,TESLA,Model S,75 kWh All-Wheel Drive Spec27,75,,01-06-2024,NL,EV,Not Found
H203BF,5YJSA7E27LF359814,TESLA,Model S,Long Range Dual Motor AWD 5d,,,08-12-2024,NL,EV,Not Found
J902LR,5YJSA7E28LF405456,TESLA,Model S,Long Range Dual Motor AWD 5d,,,16-09-2024,NL,EV,Not Found
K302BZ,5YJSA7E2XMF416797,TESLA,Model S,Long Range Dual Motor AWD 5d,,,19-11-2024,NL,EV,Not Found
J903RF,5YJSA7E25LF408573,TESLA,Model S,Long Range Dual Motor AWD 5d,,,30-09-2024,NL,EV,Not Found
K032GP,5YJSA7E29MF422901,TESLA,Model S,Long Range Dual Motor AWD 5d,,,31-12-2024,NL,EV,Not Found
K033GP,5YJSA7E29MF423112,TESLA,Model S,Long Range Dual Motor AWD 5d,,,21-12-2024,NL,EV,Not Found
K066GP,5YJSA7E22MF421704,TESLA,Model S,Long Range Plus Dual Motor AWD 5d,,,30-12-2024,NL,EV,Not Found
XF295F,5YJSA7E20JF285049,TESLA,Model S,75 kWh All-Wheel Drive Spec47,75,,01-05-2024,NL,EV,Not Found
G410FX,5YJSA7E29KF335884,TESLA,Model S,Long Range Dual Motor AWD 5d,,,09-09-2024,NL,EV,Not Found
TZ367D,5YJSA7E21JF276411,TESLA,Model S,100 kWh All-Wheel Drive 5d,100,,02-11-2023,NL,EV,Not Found
TS808K,5YJSA7E27JF273285,TESLA,Model S,100 kWh All-Wheel Drive 5d,100,,18-09-2024,NL,EV,Not Found
TX130S,5YJSA7E26JF275075,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,01-06-2024,NL,EV,Not Found
XD813F,5YJSA7E27JF284996,TESLA,Model S,75 kWh All-Wheel Drive Spec17,75,,18-12-2023,NL,EV,Not Found
XG329P,5YJSA7E28JF288328,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,01-11-2024,NL,EV,Not Found
XB985F,5YJSA7E22JF282444,TESLA,Model S,75 kWh All-Wheel Drive Spec37,75,,01-12-2023,NL,EV,Not Found
G499HR,5YJSA7E25KF334876,TESLA,Model S,Long Range Dual Motor AWD 5d,,,01-09-2024,NL,EV,Not Found
G193VS,5YJSA7E24KF344332,TESLA,Model S,Standard Range Dual Motor AWD 5d,,,01-11-2024,NL,EV,Not Found
XD032G,5YJSA7E24JF285006,TESLA,Model S,75 kWh All-Wheel Drive Spec1,75,,01-10-2023,NL,EV,Not Found
G099FD,5YJSA7E29KF333553,TESLA,Model S,Long Range Dual Motor AWD 5d,,,16-08-2024,NL,EV,Not Found
TK755G,5YJSA7E2XJF266864,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,01-06-2024,NL,EV,Not Found
XD811F,5YJSA7E2XJF285172,TESLA,Model S,75 kWh All-Wheel Drive Spec5,75,,20-12-2024,NL,EV,Not Found
XG066S,5YJSA7E26JF284469,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,17-12-2024,NL,EV,Not Found
G743GR,5YJSA7E27KF337309,TESLA,Model S,Long Range Dual Motor AWD 5d,,,01-10-2024,NL,EV,Not Found
G191BG,5YJSA7E22KF332969,TESLA,Model S,Long Range 5d,,,05-09-2024,NL,EV,Not Found
G592SH,5YJSA7E20KF348202,TESLA,Model S,Long Range Dual Motor AWD 5d,,,26-11-2024,NL,EV,Not Found
G316VP,5YJSA7E28LF348417,TESLA,Model S,Long Range Dual Motor AWD 5d,,,12-09-2024,NL,EV,Not Found
G416VT,5YJSA7E26LF358301,TESLA,Model S,Long Range Dual Motor AWD 5d,,,13-12-2024,NL,EV,Not Found
G781SH,5YJSA7E27KF349928,TESLA,Model S,Long Range Dual Motor AWD 5d,,,29-11-2024,NL,EV,Not Found
G006ZS,5YJSA7E28LF355481,TESLA,Model S,Long Range Dual Motor AWD 5d,,,30-12-2024,NL,EV,Not Found
J751LV,5YJSA7E22LF404531,TESLA,Model S,Long Range Dual Motor AWD 5d,,,17-09-2024,NL,EV,Not Found
K029GP,5YJSA7E2XMF423068,TESLA,Model S,Long Range Dual Motor AWD 5d,,,22-12-2024,NL,EV,Not Found
G-113-TD,5YJXCCE4XLF222974,TESLA,Model X,Performance Dual Motor AWD,,,8/26/2024,NL,EV,Not Found
TN-474-L,5YJXCCE26JF110135,TESLA,Model X,100kWh D 422pk 4WD X,100,,9/13/2024,NL,EV,Not Found
G-291-PS,5YJXCCE26KF215694,TESLA,Model X,Longe Range Dual Motor AWD,,,11/12/2024,NL,EV,Not Found
G-225-TP,5YJXCCE27LF219657,TESLA,Model X,Longe Range Dual Motor AWD,,,12/1/2024,NL,EV,Not Found
G-082-TS,5YJXCCE26LF223957,TESLA,Model X,Longe Range Dual Motor AWD,,,12/4/2024,NL,EV,Not Found
G-774-TV,5YJXCCE28LF227072,TESLA,Model X,Longe Range Dual Motor AWD,,,12/9/2024,NL,EV,Not Found
G-256-TS,5YJXCCE22LF222966,TESLA,Model X,Longe Range Dual Motor AWD,,,12/11/2024,NL,EV,Not Found
XD-152-G,5YJXCCE21JF123908,TESLA,Model X,100kWh D 422pk 4WD X,100,,12/12/2024,NL,EV,Not Found
G-336-VT,5YJXCCE2XLF223900,TESLA,Model X,Longe Range Dual Motor AWD,,,12/12/2024,NL,EV,Not Found
XD-740-X,5YJXCCE20JF124757,TESLA,Model X,100kWh D 422pk 4WD X,100,,12/13/2024,NL,EV,Not Found
K-125-GP,5YJXCCE22MF318811,TESLA,Model X,Longe Range Plus Dual Motor AWD,,,12/22/2024,NL,EV,Not Found
XF860T,5YJXCCE22JF123898,TESLA,Model X,100 kWh All-Wheel Drive 5d,100,,21-12-2023,NL,EV,Not Found
XH679G,5YJXCCE21JF123729,TESLA,Model X,100 kWh All-Wheel Drive 5d,100,,05-04-2024,NL,EV,Not Found
G256FD,5YJXCCE23KF183996,TESLA,Model X,Longe Range (AWD) 5d,,,12-09-2024,NL,EV,Not Found
ZV708L,5YJXCCE2XKF186071,TESLA,Model X,Longe Range (AWD) 5d,,,20-08-2024,NL,EV,Not Found
G162LL,5YJXCCE29KF203331,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,06-05-2024,NL,EV,Not Found
XG533F,5YJXCCE26JF126335,TESLA,Model X,100 kWh All-Wheel Drive 5d,100,,21-06-2024,NL,EV,Not Found
G562DB,5YJXCCE23KF183965,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,30-08-2024,NL,EV,Not Found
G484VP,5YJXCCE21LF222652,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,23-12-2024,NL,EV,Not Found
G660XS,5YJXCCE23LF226167,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,24-12-2024,NL,EV,Not Found
G094TS,5YJXCCE2XKF217335,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,17-12-2024,NL,EV,Not Found
G013ZS,5YJXCCE23LF230039,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,17-01-2024,NL,EV,Not Found
G224VS,5YJXCCE29LF223922,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,28-12-2024,NL,EV,Not Found
G464VH,5YJXCCE28LF226598,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,23-12-2024,NL,EV,Not Found
G401FX,5YJXCCE25KF188438,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,29-11-2024,NL,EV,Not Found
G574PR,5YJXCCE2XKF188922,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,30-12-2024,NL,EV,Not Found
G675RS,5YJXCCE28KF188787,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,31-12-2023,NL,EV,Not Found
G841ZN,5YJXCCE2XLF231947,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,28-12-2024,NL,EV,Not Found
XG841F,5YJXCCE21JF126484,TESLA,Model X,75 kWh All-Wheel Drive 5d,75,,14-08-2024,NL,EV,Not Found
K719BG,5YJXCCE26LF294222,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,19-12-2024,NL,EV,Not Found
K683GL,5YJXCCE25MF311237,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,15-12-2024,NL,EV,Not Found
K121GP,5YJXCCE21MF318394,TESLA,Model X,Longe Range Plus Dual Motor AWD 5d,,,22-12-2024,NL,EV,Not Found
N188KF,5YJXCCE23LF288619,TESLA,Model X,90 kWh All-Wheel Drive 5d,90,,16-08-2024,NL,EV,Not Found
G587DB,5YJXCCE20KF183941,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,17-07-2024,NL,EV,Not Found
TV267Z,5YJXCCE27JF124853,TESLA,Model X,100 kWh All-Wheel Drive 5d,100,,03-10-2023,NL,EV,Not Found
G450NJ,5YJXCCE28KF189003,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,02-09-2024,NL,EV,Not Found
XF717D,5YJXCCE23JF129466,TESLA,Model X,75 kWh All-Wheel Drive Spec9,75,,20-12-2023,NL,EV,Not Found
G618SH,5YJXCCE29KF215558,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,27-11-2024,NL,EV,Not Found
G559DB,5YJXCCE2XKF182117,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,30-08-2024,NL,EV,Not Found
G484TS,5YJXCCE21LF221694,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,16-12-2024,NL,EV,Not Found
K547BS,5YJXCCE25MF308340,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,01-12-2024,NL,EV,Not Found
J391PL,5YJXCCE26LF292468,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,25-12-2024,NL,EV,Not Found
N-883-RD,LRWYGCEK3MC139857,TESLA,Model Y,Long Range Dual Motor AWD,,,12/8/2024,NL,EV,Not Found
N-970-PT,LRWYGCEK1MC145320,TESLA,Model Y,Long Range Dual Motor AWD,,,12/22/2024,NL,EV,Not Found
P693HB,LRWYGCEK3NC254217,TESLA,Model Y,Long Range Dual Motor AWD 5d,,,17-12-2024,NL,EV,Not Found
R834ZT,LRWYGCEK3PC641398,TESLA,Model Y,Long Range Dual Motor AWD 5d,,,31-12-2023,NL,EV,Not Found
R150ZV,LRWYGCFS4PC635026,TESLA,Model Y,RWD 5d incl. Trekhaak Onze Deal,,,29-12-2024,NL,EV,Not Found
R438ZX,LRWYGCFS6PC635027,TESLA,Model Y,RWD 5d incl. Trekhaak Onze Deal,,,31-12-2024,NL,EV,Not Found
S102BF,LRWYGCFS9PC635023,TESLA,Model Y,RWD 5d incl. Trekhaak Onze Deal,,,30-12-2024,NL,EV,Not Found
R167ZX,LRWYGCFS4PC636919,TESLA,Model Y,RWD 5d incl. Trekhaak Onze Deal,,,31-12-2024,NL,EV,Not Found
S662BG,LRWYGCFS8PC635028,TESLA,Model Y,RWD 5d incl. Trekhaak Onze Deal,,,30-12-2024,NL,EV,Not Found
R517TR,LRWYGCFS5PC578528,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,05-12-2024,NL,EV,Not Found
R163TR,LRWYGCFS0PC578825,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,05-12-2024,NL,EV,Not Found
R275TR,LRWYGCFS2PC578826,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,08-12-2024,NL,EV,Not Found
R321TR,LRWYGCFS6PC578828,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,05-12-2024,NL,EV,Not Found
R357TR,LRWYGCFS5PC578836,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,07-12-2024,NL,EV,Not Found
R115TR,LRWYGCFS1PC578834,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,05-12-2024,NL,EV,Not Found
R225TR,LRWYGCFS3PC578530,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,08-12-2024,NL,EV,Not Found
R515TR,LRWYGCFS5PC578674,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,08-12-2024,NL,EV,Not Found
R272TR,LRWYGCFS2PC578681,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,08-12-2024,NL,EV,Not Found
R145TR,LRWYGCFS0PC579361,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,07-12-2024,NL,EV,Not Found
R202TR,LRWYGCFS3PC579614,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,05-12-2024,NL,EV,Not Found
R361TR,LRWYGCFS9PC579357,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,08-12-2024,NL,EV,Not Found
R362TR,LRWYGCFS9PC579360,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,15-12-2024,NL,EV,Not Found
R124TR,LRWYGCFS1PC578526,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,07-12-2024,NL,EV,Not Found
T940GF,XP7YGCEK6PB137691,TESLA,Model Y,Long Range Dual Motor AWD 5d,,,15-06-2024,NL,EV,Not Found
N750RS,LRWYGCEK2MC149280,TESLA,Model Y,Long Range Dual Motor AWD 5d,,,24-12-2023,NL,EV,Not Found
,W1V9106332P339468,Mercedes,Sprinter,Sprinter,92.8,290,01-03-2021,Ireland,LCV,Found
,W1V9106332P337094,Mercedes,Sprinter,Sprinter,92.8,290,01-03-2021,Ireland,LCV,Found
,W1V9106331P368741,Mercedes,Sprinter,Sprinter,92.8,290,02-12-2022,Italy,LCV,Found
,W1V9106331P368734,Mercedes,Sprinter,Sprinter,92.8,290,02-12-2022,Italy,LCV,Found
,W1V9106331P359296,Mercedes,Sprinter,Sprinter,92.8,290,07-04-2021,France,LCV,Found
,W1V9106331P378162,Mercedes,Sprinter,Sprinter,92.8,290,07-04-2021,France,LCV,Found
,W1V9106331P373152,Mercedes,Sprinter,Sprinter,92.8,290,12-12-2022,France,LCV,Found
,W1V9106331P362513,Mercedes,Sprinter,Sprinter,92.8,290,12-12-2022,France,LCV,Found
,W1V9106332P282758,Mercedes,Sprinter,Sprinter,92.8,290,14-07-2020,United Kingdom,LCV,Found
,W1V9106332P276445,Mercedes,Sprinter,Sprinter,92.8,290,14-07-2020,United Kingdom,LCV,Found
,W1V9106332P367696,Mercedes,Sprinter,Sprinter,92.8,290,15-03-2022,United Kingdom,LCV,Found
,W1V9106332P367693,Mercedes,Sprinter,Sprinter,92.8,290,15-03-2022,United Kingdom,LCV,Found
,W1V9106331P376191,Mercedes,Sprinter,Sprinter,92.8,290,17-02-2023,Germany,LCV,Found
,W1V9106331P375547,Mercedes,Sprinter,Sprinter,92.8,290,17-02-2023,Germany,LCV,Found
,W1V9106332P288424,Mercedes,Sprinter,Sprinter,92.8,290,18-08-2020,United Kingdom,LCV,Found
,W1V9106332P285242,Mercedes,Sprinter,Sprinter,92.8,290,18-08-2020,United Kingdom,LCV,Found
,W1V9106332P270552,Mercedes,Sprinter,Sprinter,92.8,290,25-11-2022,United Kingdom,LCV,Found
,W1V9106332P365815,Mercedes,Sprinter,Sprinter,92.8,290,25-11-2022,United Kingdom,LCV,Found
,W1V9106331P352801,Mercedes,Sprinter,Sprinter,92.8,290,28-05-2021,Italy,LCV,Found
,W1V9106331P352803,Mercedes,Sprinter,Sprinter,92.8,290,28-05-2021,Italy,LCV,Found
,W1V9106331P373175,Mercedes,Sprinter,Sprinter,92.8,290,29-06-2021,Italy,LCV,Found
,W1V9106331P372490,Mercedes,Sprinter,Sprinter,92.8,290,29-06-2021,Italy,LCV,Found
,W1V44760313791263,Mercedes,Vito,Vito,90,305,02-12-2022,Italy,LCV,Found
,W1V44760313781823,Mercedes,Vito,Vito,90,305,02-12-2022,Italy,LCV,Found
,W1V44760313741562,Mercedes,Vito,Vito,90,305,09-01-2022,Spain,LCV,Found
,W1V44760313741381,Mercedes,Vito,Vito,90,305,09-01-2022,Spain,LCV,Found
,W1V44760313793211,Mercedes,Vito,Vito,90,305,17-02-2023,Germany,LCV,Found
,W1V44760313781151,Mercedes,Vito,Vito,90,305,17-02-2023,Germany,LCV,Found
,W1V44760313777734,Mercedes,Vito,Vito,90,305,02-12-2022,Italy,LCV,Found
,W1V44760313789035,Mercedes,Vito,Vito,90,305,02-12-2022,Italy,LCV,Found
,W1V44760313740623,Mercedes,Vito,Vito,90,305,09-01-2022,Spain,LCV,Found
,W1V44760313741060,Mercedes,Vito,Vito,90,305,09-01-2022,Spain,LCV,Found
,W1V44760313777574,Mercedes,Vito,Vito,90,305,17-02-2023,Germany,LCV,Found
,W1V44760313782890,Mercedes,Vito,Vito,90,305,17-02-2023,Germany,LCV,Found
,W1V44760313887086,Mercedes,Vito,Vito,90,305,17-06-2021,Spain,LCV,Found
,W1V44760313886974,Mercedes,Vito,Vito,90,305,17-06-2021,Spain,LCV,Found
,W1V44760313886610,Mercedes,Vito,Vito,90,305,17-06-2021,Spain,LCV,Found
,W1V44760313886448,Mercedes,Vito,Vito,90,305,17-06-2021,Spain,LCV,Found
,W1V44760313738884,Mercedes,Vito,Vito,90,305,19-12-2019,Spain,LCV,Found
,W1V44760313738794,Mercedes,Vito,Vito,90,305,19-12-2019,Spain,LCV,Found
,W1V44760313729382,Mercedes,Vito,Vito,90,305,19-12-2019,Spain,LCV,Found
,W1V44760313727179,Mercedes,Vito,Vito,90,305,19-12-2019,Spain,LCV,Found
,W1V44760313877774,Mercedes,Vito,Vito,90,305,23-11-2022,Spain,LCV,Found
,W1V44760313887057,Mercedes,Vito,Vito,90,305,23-11-2022,Spain,LCV,Found
,W1V44760313883721,Mercedes,Vito,Vito,90,305,23-11-2022,Spain,LCV,Found
,W1V9106332P337078,Mercedes,Sprinter,Sprinter,92.8,290,01-03-2021,Ireland,LCV,Found
,W1V9106331P377732,Mercedes,Sprinter,Sprinter,92.8,290,07-04-2021,France,LCV,Found
,W1V9106331P360398,Mercedes,Sprinter,Sprinter,92.8,290,12-12-2022,France,LCV,Found
,W1V9106332P282758,Mercedes,Sprinter,Sprinter,92.8,290,14-07-2020,United Kingdom,LCV,Found
,W1V9106332P367696,Mercedes,Sprinter,Sprinter,92.8,290,15-03-2022,United Kingdom,LCV,Found
TZ367D,5YJSA7E21JF276411,Tesla,Model S,100 kWh All-Wheel Drive 5d,100,,02-11-2023,NL,OLD,Not Found
XF860T,5YJXCCE22JF123898,Tesla,Model X,100 kWh All-Wheel Drive 5d,100,,21-12-2023,NL,OLD,Not Found
TV267Z,5YJXCCE27JF124853,Tesla,Model X,100 kWh All-Wheel Drive 5d,100,,03-10-2023,NL,OLD,Not Found
XB972F,5YJSA7E22JF282430,Tesla,Model S,100 kWh All-Wheel Drive Spec6,100,,22-12-2023,NL,OLD,Not Found
x,VF1AG000X66090682,RENAULT,ZOE,R135,,,01.10.2024 00:00:00,Germany,EV,Found
XH138G,5YJSA7E28JF268533,Tesla,Model S,75 kWh All-Wheel Drive 5d,75,,05-12-2023,NL,OLD,Not Found
XG351G,5YJSA7E22JF284307,Tesla,Model S,75 kWh All-Wheel Drive 5d,75,,18-11-2023,NL,OLD,Not Found
XD032G,5YJSA7E24JF285006,Tesla,Model S,75 kWh All-Wheel Drive Spec1,75,,01-10-2023,NL,OLD,Not Found
XD813F,5YJSA7E27JF284996,Tesla,Model S,75 kWh All-Wheel Drive Spec17,75,,18-12-2023,NL,OLD,Not Found
XD870F,5YJSA7E21JF284993,Tesla,Model S,75 kWh All-Wheel Drive Spec2,75,,19-11-2023,NL,OLD,Not Found
XB985F,5YJSA7E22JF282444,Tesla,Model S,75 kWh All-Wheel Drive Spec37,75,,01-12-2023,NL,OLD,Not Found
XF717D,5YJXCCE23JF129466,Tesla,Model X,75 kWh All-Wheel Drive Spec9,75,,20-12-2023,NL,OLD,Not Found
J362KR,VF1AG000866011459,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,02-10-2024,NL,EV,Found
G741XJ,5YJ3E7EB7LF564929,Tesla,Model 3,ActieAuto Dual Motor AWD 4d Long Range,,,30-12-2023,NL,OLD,Not Found
K834SV,VF1AG000X66487826,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,52,,04-10-2024,NL,EV,Not Found
x,VF1AG000666320363,RENAULT,ZOE,R135,,,01.11.2024 00:00:00,Germany,EV,Found
x,VF1AG000X66417307,RENAULT,ZOE,R135,,,01.11.2024 00:00:00,Germany,EV,Found
x,VF1AG000066464376,RENAULT,ZOE,R135,,,01.11.2024 00:00:00,Germany,EV,Found
x,VF1AG000966265925,RENAULT,ZOE,R135,,,01.11.2024 00:00:00,Germany,EV,Found
x,VF1AG000666455679,RENAULT,ZOE,R135,,,01.11.2024 00:00:00,Germany,EV,Found
G593RP,VF1AG000X63197233,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,01-11-2024,NL,EV,Found
J180VR,VF1AG000366046670,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,03-11-2024,NL,EV,Found
J955XN,VF1AG000666174188,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,09-11-2024,NL,EV,Found
J080ZP,VF1AG000166417017,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,13-11-2024,NL,EV,Found
G130XF,VF1AG000664691132,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,01-12-2024,NL,EV,Found
H327BR,VF1AG000X64802717,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,01-12-2024,NL,EV,Found
J801XK,VXKUHZKXZL4382702,Opel,Corsa-e,50kWh Edition 11kW 3 fase 5d,50,,23-12-2024,NL,EV,Found
J049LD,VXKUHZKXZL4204769,Opel,Corsa-e,50kWh Launch Edition 5d,50,,28-12-2024,NL,EV,Found
K501JK,VR3UHZKXZLT129329,PEUGEOT,208,GT EV 50kWh 136 5d ActieAuto,50,,28-12-2024,NL,EV,Found
K083GD,VF1AG000864501346,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,22-12-2024,NL,EV,Found
G724XB,5YJ3E7EB5LF605817,Tesla,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2023,NL,OLD,Not Found
G047XK,5YJ3E7EBXLF567176,Tesla,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2023,NL,OLD,Not Found
G871VZ,5YJ3E7EB4LF593658,Tesla,Model 3,Long Range Dual Motor AWD 4d,,,23-12-2023,NL,OLD,Not Found
G333ZJ,5YJ3E7EB6LF610637,Tesla,Model 3,Long Range Dual Motor AWD 4d,,,28-12-2023,NL,OLD,Not Found
R834ZT,LRWYGCEK3PC641398,Tesla,Model Y,Long Range Dual Motor AWD 5d,,,31-12-2023,NL,OLD,Not Found
N750RS,LRWYGCEK2MC149280,Tesla,Model Y,Long Range Dual Motor AWD 5d,,,24-12-2023,NL,OLD,Not Found
G675RS,5YJXCCE28KF188787,Tesla,Model X,Longe Range Dual Motor AWD 5d,,,31-12-2023,NL,OLD,Not Found
K201GH,VR3UKZKXZLJ834162,Peugeot,2008,GT EV 50kWh 136 5d,50,,29-12-2024,NL,EV,Found
K082GD,VF1AG000166288325,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,22-12-2024,NL,EV,Found
K516HK,VR1UJZKXZLW028892,DS,DS 3 Crossback,E-TENSE 50 kWh Executive Auto 5d,50,,30-12-2024,NL,EV,Found
K415HX,VR1UJZKXZLW028870,DS,DS 3 Crossback,E-TENSE 50 kWh Executive Auto 5d,50,,31-12-2024,NL,EV,Found
XG304K,W0VF86E06K4109451,Opel,Ampera-e,150kW ActieAuto 5d Business Executive,,,31-12-2024,NL,EV,Not Found
K086FZ,VF1AG000366007352,RENAULT,ZOE,R135 Intens (batterijkoop) 5d,,,23-12-2024,NL,EV,Found
G617NV,5YJ3E7EA2KF531598,Tesla,Model 3,Standard Range Plus RWD 4d,,,14-11-2023,NL,OLD,Not Found
G112DX,5YJ3E7EA1KF470471,Tesla,Model 3,Standard Range Plus RWD 4d,,,24-09-2023,NL,OLD,Not Found
G555RN,5YJ3E7EA8LF527900,Tesla,Model 3,Standard Range Plus RWD 4d,,,04-12-2023,NL,OLD,Not Found
G658RB,5YJ3E7EA6LF552729,Tesla,Model 3,Standard Range Plus RWD 4d,,,17-12-2023,NL,OLD,Not Found
G666RB,5YJ3E7EA4LF552678,Tesla,Model 3,Standard Range Plus RWD 4d,,,06-12-2023,NL,OLD,Not Found
G076RD,5YJ3E7EA0LF547851,Tesla,Model 3,Standard Range Plus RWD 4d,,,11-12-2023,NL,OLD,Not Found
,VF1AG000064475468,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000064475762,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000065232110,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000164535225,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000164535239,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000166288325,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000166417017,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000364535226,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000366007352,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000366046670,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000464802857,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000464802874,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000465232157,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000566324436,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000568605625,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000664474289,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000664535236,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000664691132,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000664802763,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000665232029,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000665756684,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000666174188,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000666731648,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000764802822,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000765232122,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000765232752,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000765279392,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000765756676,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000765756743,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000863162108,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000864535237,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000864802828,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000865232050,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000865232078,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000865232095,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000865232811,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000865756685,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000866011459,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000866046602,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000963196848,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000964463934,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000964535215,RENAULT,ZOE,R135,,,,,,Found
,VF1AG000266627173,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000266817233,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000X66672393,RENAULT,ZOE,R135,,,,,,Not Found
,VF1AG000066415890,RENAULT,ZOE,R135,,,,,,Found
