VIN,Licence plate, ,Model,Type,Capacity,Autonomie,End of Contract,Country,Category,Activated,Ownership ,Fleet,Start Date
5YJ3E7EB6KF457840,G963DL,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,10-09-2024,NL,EV,never activated,Ayvens,1,9/9/2019
5YJ3E7EBXLF609894,G985VZ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EB3KF420695,G902GG,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-09-2024,NL,EV,never activated,Ayvens,1,9/27/2019
5YJ3E7EB1KF335869,G223DV,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,16-09-2024,NL,EV,never activated,Ayvens,1,9/9/2019
5YJ3E7EB0KF532516,G953LT,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,08-11-2024,NL,EV,never activated,Ayvens,1,11/8/2019
5YJ3E7EB6LF565750,G872XJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB8LF610638,G484ZJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB0LF564996,G018XB,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB2LF565647,G325TT,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,20-12-2024,NL,EV,never activated,Ayvens,1,12/14/2019
5YJ3E7EB4LF571823,G200XK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,30-06-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB1LF678215,H660NF,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,19-03-2024,NL,EV,never activated,Ayvens,1,3/19/2020
5YJ3E7EB1LF564828,G093VK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,21-12-2024,NL,EV,never activated,Ayvens,1,12/21/2019
5YJ3E7EBXLF565170,G284VN,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,20-12-2024,NL,EV,never activated,Ayvens,1,12/20/2019
5YJ3E7EB9LF593834,G997ZR,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EB0LF570572,G998ZR,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/21/2019
5YJ3E7EBXLF572085,G455ZJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,31-12-2024,NL,EV,never activated,Ayvens,1,12/31/2019
5YJ3E7EB9LF566617,G296TV,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EB9LF729508,H450XS,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-06-2024,NL,EV,never activated,Ayvens,1,6/26/2020
5YJ3E7EB5KF263736,H583NF,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,12-09-2024,NL,EV,never activated,Ayvens,1,3/11/2020
5YJ3E7EB3LF674621,H951NF,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,18-09-2024,NL,EV,never activated,Ayvens,1,3/18/2020
5YJ3E7EB5LF678069,H001PG,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,20-03-2024,NL,EV,never activated,Ayvens,1,3/20/2020
5YJ3E7EB1LF679560,H367NX,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,09-10-2024,NL,EV,never activated,Ayvens,1,4/8/2020
5YJ3E7EBXLF748391,J681HN,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,13-08-2024,NL,EV,never activated,Ayvens,1,8/13/2020
5YJ3E7EB0LF680411,H670NF,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,25-03-2024,NL,EV,never activated,Ayvens,1,3/24/2020
5YJ3E7EB1LF609816,G096VK,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/29/2019
5YJ3E7EB7LF766122,J600KJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,03-09-2024,NL,EV,never activated,Ayvens,1,9/3/2020
5YJ3E7EB5LF753689,J714HN,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,14-08-2024,NL,EV,never activated,Ayvens,1,8/14/2020
5YJ3E7EB7LF757646,J606KJ,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-02-2024,NL,EV,never activated,Ayvens,1,8/27/2020
5YJ3E7EB5LF760383,J078JL,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,02-09-2024,NL,EV,never activated,Ayvens,1,9/2/2020
5YJ3E7EB1LF781523,J748NP,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-09-2024,NL,EV,never activated,Ayvens,1,9/26/2020
5YJ3E7EB2MF825613,K868BV,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,10-12-2024,NL,EV,never activated,Ayvens,1,12/10/2020
5YJ3E7EB1LF780663,J220PX,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-09-2024,NL,EV,never activated,Ayvens,1,9/28/2020
5YJ3E7EB2LF748630,J886HN,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,21-08-2024,NL,EV,never activated,Ayvens,1,8/21/2020
5YJ3E7EB6LF781274,J739NP,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,28-09-2024,NL,EV,never activated,Ayvens,1,9/26/2020
5YJ3E7EB1MF845366,K741FS,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,19-12-2024,NL,EV,never activated,Ayvens,1,12/18/2020
5YJ3E7EB6LF764958,J174PV,TESLA,Model 3,Long Range Dual Motor AWD 4d,,,31-03-2024,NL,EV,never activated,Ayvens,1,9/28/2020
5YJ3E7EB2KF407968,G627FS,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-09-2024,NL,EV,never activated,Ayvens,1,9/20/2019
5YJ3E7EB6KF423350,ZN365S,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-06-2024,NL,EV,never activated,Ayvens,1,6/30/2019
5YJ3E7EB6KF192742,ZT274T,TESLA,Model 3,Performance Dual Motor AWD 4d,,,07-08-2024,NL,EV,never activated,Ayvens,1,8/6/2019
5YJ3E7EB8KF423348,ZP466R,TESLA,Model 3,Performance Dual Motor AWD 4d,,,17-07-2024,NL,EV,never activated,Ayvens,1,7/17/2019
5YJ3E7EBXKF415591,ZS777P,TESLA,Model 3,Performance Dual Motor AWD 4d,,,05-08-2024,NL,EV,never activated,Ayvens,1,8/5/2019
5YJ3E7EC7LF594473,G889XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC2LF581131,G327XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EB8KF501076,G541GG,TESLA,Model 3,Performance Dual Motor AWD 4d,,,26-03-2024,NL,EV,never activated,Ayvens,1,9/26/2019
5YJ3E7EB6KF490384,G297GL,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-09-2024,NL,EV,never activated,Ayvens,1,9/28/2019
5YJ3E7EB4KF469002,G386FS,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-09-2024,NL,EV,never activated,Ayvens,1,9/24/2019
5YJ3E7EC0LF593908,G601XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-12-2024,NL,EV,never activated,Ayvens,1,12/22/2019
5YJ3E7EBXKF490341,G325GL,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-09-2024,NL,EV,never activated,Ayvens,1,9/26/2019
5YJ3E7EC2LF605153,G196XB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EC8LF580372,G366TG,TESLA,Model 3,Performance Dual Motor AWD 4d,,,17-12-2024,NL,EV,never activated,Ayvens,1,12/17/2019
5YJ3E7EB6KF516823,G571GL,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-09-2024,NL,EV,never activated,Ayvens,1,9/26/2019
5YJ3E7EB5KF469025,G477DX,TESLA,Model 3,Performance Dual Motor AWD 4d,,,08-11-2024,NL,EV,never activated,Ayvens,1,11/8/2019
5YJ3E7EC5LF593984,G594XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EB9KF334954,ZV593L,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-08-2024,NL,EV,never activated,Ayvens,1,8/23/2019
5YJ3E7EB5KF523214,G311GL,TESLA,Model 3,Performance Dual Motor AWD 4d,,,25-09-2023,NL,EV,never activated,Ayvens,1,9/20/2019
5YJ3E7EB7KF469088,G559GD,TESLA,Model 3,Performance Dual Motor AWD 4d,,,25-09-2024,NL,EV,never activated,Ayvens,1,9/24/2019
5YJ3E7EB2KF339154,ZT955T,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-09-2024,NL,EV,never activated,Ayvens,1,9/30/2019
5YJ3E7EB8KF480052,G316GL,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-09-2024,NL,EV,never activated,Ayvens,1,9/27/2019
5YJ3E7EBXKF523404,G034GJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-09-2024,NL,EV,never activated,Ayvens,1,9/27/2019
5YJ3E7EB8KF523417,G076GJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-09-2024,NL,EV,never activated,Ayvens,1,9/28/2019
5YJ3E7EC1LF594226,G808XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EB2KF336349,G319GL,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-09-2024,NL,EV,never activated,Ayvens,1,9/26/2019
5YJ3E7EC5LF578532,G492TG,TESLA,Model 3,Performance Dual Motor AWD 4d,,,19-12-2024,NL,EV,never activated,Ayvens,1,12/18/2019
5YJ3E7EB4KF334750,G685DR,TESLA,Model 3,Performance Dual Motor AWD 4d,,,16-09-2024,NL,EV,never activated,Ayvens,1,9/12/2019
5YJ3E7EC4LF605199,G599XV,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/21/2019
5YJ3E7EC2LF594588,G554XV,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/29/2019
5YJ3E7EC6LF609092,G385ZB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC1LF581136,G371XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EB8KF334931,G353DV,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-09-2024,NL,EV,never activated,Ayvens,1,9/30/2019
5YJ3E7EC4LF581048,G299XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,31-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC5LF581074,G720XB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC3LF608188,G602XB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC6LF608234,G243XJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-12-2024,NL,EV,never activated,Ayvens,1,12/22/2019
5YJ3E7EC1LF610831,G394ZJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EC8LF608297,G793XB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB5KF383942,G374GG,TESLA,Model 3,Performance Dual Motor AWD 4d,,,26-09-2024,NL,EV,never activated,Ayvens,1,9/26/2019
5YJ3E7EC7LF594103,G744XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EC0LF578485,G358VD,TESLA,Model 3,Performance Dual Motor AWD 4d,,,16-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EC9LF579750,G284VF,TESLA,Model 3,Performance Dual Motor AWD 4d,,,19-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EC5LF581138,G372XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EC0LF593911,G605XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EC6LF578989,G274TV,TESLA,Model 3,Performance Dual Motor AWD 4d,,,18-12-2024,NL,EV,never activated,Ayvens,1,12/17/2019
5YJ3E7EC5LF579017,G477TJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,16-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EC6LF594254,G821XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EC3LF605209,G642XV,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/29/2019
5YJ3E7EB9KF516895,G105GJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-10-2024,NL,EV,never activated,Ayvens,1,9/25/2019
5YJ3E7EC3LF578657,G817XD,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EC0LF594413,G847XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EC9LF608230,G268ZB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EC6LF681961,H437LS,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-03-2024,NL,EV,never activated,Ayvens,1,3/23/2020
5YJ3E7EC1LF579919,G116VF,TESLA,Model 3,Performance Dual Motor AWD 4d,,,13-12-2024,NL,EV,never activated,Ayvens,1,12/11/2019
5YJ3E7EB4KF518280,G770GG,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-09-2024,NL,EV,never activated,Ayvens,1,9/20/2019
5YJ3E7EC2LF594235,G838VZ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJ3E7EC9LF605182,G590XV,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC4LF594494,G438ZJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/22/2019
5YJ3E7EC7LF594344,G219ZD,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EC9LF629613,G365XJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2023,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC4LF594138,H215BS,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/30/2019
5YJ3E7EC1LF578592,G408TH,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-10-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EC2LF594641,G801VZ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC7LF605164,G620XV,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC5LF610833,G324ZJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-12-2024,NL,EV,never activated,Ayvens,1,12/20/2019
5YJ3E7EC7LF579018,G876TJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,14-11-2024,NL,EV,never activated,Ayvens,1,12/14/2019
5YJ3E7EC1LF758722,J156KH,TESLA,Model 3,Performance Dual Motor AWD 4d,,,26-08-2024,NL,EV,never activated,Ayvens,1,8/25/2020
5YJ3E7ECXLF766642,J118KD,TESLA,Model 3,Performance Dual Motor AWD 4d,,,11-09-2024,NL,EV,never activated,Ayvens,1,9/11/2020
5YJ3E7EB1KF215554,ZK045L,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-06-2024,NL,EV,never activated,Ayvens,1,6/17/2019
5YJ3E7EC2LF730752,H588ZK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,29-06-2024,NL,EV,never activated,Ayvens,1,6/26/2020
5YJ3E7EB5KF520216,J797BP,TESLA,Model 3,Performance Dual Motor AWD 4d,,,11-08-2024,NL,EV,never activated,Ayvens,1,9/20/2019
5YJ3E7EB5KF470806,G398FS,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-09-2024,NL,EV,never activated,Ayvens,1,9/18/2019
5YJ3E7EC5LF782215,J992NT,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-09-2024,NL,EV,never activated,Ayvens,1,9/28/2020
5YJ3E7EC9LF594054,G848VZ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,05-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7ECXLF782033,J987NT,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-09-2024,NL,EV,never activated,Ayvens,1,9/26/2020
5YJ3E7EC5LF581947,G467VD,TESLA,Model 3,Performance Dual Motor AWD 4d,,,18-11-2024,NL,EV,never activated,Ayvens,1,12/13/2019
5YJ3E7EC9LF587220,G359VD,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJ3E7EB7KF469026,G648FP,TESLA,Model 3,Performance Dual Motor AWD 4d,,,14-09-2024,NL,EV,never activated,Ayvens,1,9/25/2019
5YJ3E7EC1MF835171,K327GF,TESLA,Model 3,Performance Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2020
5YJ3E7EC6MF838051,K265GF,TESLA,Model 3,Performance Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2020
5YJ3E7EC5MF829969,K293GF,TESLA,Model 3,Performance Dual Motor AWD 4d,,,18-12-2024,NL,EV,never activated,Ayvens,1,12/17/2020
5YJ3E7EB5KF320985,ZJ235V,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-04-2024,NL,EV,never activated,Ayvens,1,6/15/2019
5YJ3E7EC7LF594196,G790XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,15-11-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC7LF581075,G319XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-11-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EC0LF594007,G587XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EB8KF523353,G575GX,TESLA,Model 3,Performance Dual Motor AWD 4d,,,14-09-2024,NL,EV,never activated,Ayvens,1,9/26/2019
5YJ3E7EB6KF321109,ZJ206V,TESLA,Model 3,Performance Dual Motor AWD 4d,,,07-05-2024,NL,EV,never activated,Ayvens,1,6/13/2019
5YJ3E7EB3KF321164,G789FP,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-09-2024,NL,EV,never activated,Ayvens,1,9/19/2019
5YJ3E7EC6MF954673,L416HV,TESLA,Model 3,Performance Dual Motor AWD 4d,,,02-03-2024,NL,EV,never activated,Ayvens,1,6/2/2021
5YJ3E7EC9LF594281,G281XJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-06-2024,NL,EV,never activated,Ayvens,1,12/19/2019
LRW3E7EC7MC310335,N140BJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,15-09-2024,NL,EV,never activated,Ayvens,1,9/15/2021
LRW3E7EC0MC342432,N617DK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-09-2024,NL,EV,never activated,Ayvens,1,9/24/2021
LRW3E7EC8MC326091,N248DK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,25-09-2024,NL,EV,never activated,Ayvens,1,9/24/2021
5YJ3E7EB9KF516881,G391GL,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-09-2024,NL,EV,never activated,Ayvens,1,9/26/2019
5YJ3E7EB3KF490164,G396FS,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-07-2024,NL,EV,never activated,Ayvens,1,9/18/2019
5YJ3E7ECXLF593995,G666XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-12-2023,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EC1LF681656,H126NL,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-12-2024,NL,EV,never activated,Ayvens,1,3/18/2020
5YJ3E7EC0LF594069,G717XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-12-2024,NL,EV,never activated,Ayvens,1,12/22/2019
5YJ3E7EC3LF594194,G741XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-09-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB8KF407943,G479FP,TESLA,Model 3,Performance Dual Motor AWD 4d,,,14-09-2024,NL,EV,never activated,Ayvens,1,9/20/2019
5YJ3E7ECXLF594385,H117DL,TESLA,Model 3,Performance Dual Motor AWD 4d,,,22-12-2024,NL,EV,never activated,Ayvens,1,1/7/2020
5YJ3E7EC3LF727441,H729XR,TESLA,Model 3,Performance Dual Motor AWD 4d,,,31-05-2024,NL,EV,never activated,Ayvens,1,6/26/2020
5YJ3E7ECXLF594306,G839XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-12-2024,NL,EV,never activated,Ayvens,1,12/30/2019
5YJ3E7ECXLF580101,G241XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,29-11-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EB7KF518239,G760GH,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-09-2024,NL,EV,never activated,Ayvens,1,9/20/2019
5YJ3E7EC5LF593967,G642XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EC3LF580327,G444PJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-11-2024,NL,EV,never activated,Ayvens,1,12/2/2019
5YJ3E7EB5KF408113,ZK489P,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-07-2024,NL,EV,never activated,Ayvens,1,6/21/2019
5YJ3E7EC1LF629640,G409XJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-09-2024,NL,EV,never activated,Ayvens,1,12/21/2019
5YJ3E7EB4KF523494,G255GL,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-11-2024,NL,EV,never activated,Ayvens,1,10/23/2019
5YJ3E7EC0LF581113,G354XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-07-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC4LF581065,G492XB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,08-09-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJ3E7EC4LF605171,G622XV,TESLA,Model 3,Performance Dual Motor AWD 4d,,,28-11-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7ECXLF581054,G303XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-08-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EC5LF605180,G628XV,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-11-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EC9LF594636,G234XJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,04-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJ3E7EC3LF580375,G365TG,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-12-2024,NL,EV,never activated,Ayvens,1,12/13/2019
5YJ3E7EC6LF594139,G477XB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,01-10-2024,NL,EV,never activated,Ayvens,1,12/21/2019
5YJ3E7EC5MF838879,K276GF,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/28/2020
5YJ3E7EC9MF828260,K938DJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,08-12-2024,NL,EV,never activated,Ayvens,1,12/5/2020
5YJ3E7EC4MF838694,K958DJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/28/2020
5YJ3E7EB4KF336109,ZK467P,TESLA,Model 3,Performance Dual Motor AWD 4d,,,22-06-2024,NL,EV,never activated,Ayvens,1,6/21/2019
5YJ3E7EB6KF321210,ZJ671N,TESLA,Model 3,Performance Dual Motor AWD 4d,,,07-06-2024,NL,EV,never activated,Ayvens,1,6/6/2019
5YJ3E7EBXKF383838,ZN372S,TESLA,Model 3,Performance Dual Motor AWD 4d,,,30-06-2024,NL,EV,never activated,Ayvens,1,6/28/2019
5YJ3E7EB9KF367856,G574FP,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-09-2024,NL,EV,never activated,Ayvens,1,9/20/2019
5YJ3E7EC5LF581124,G064XB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-12-2024,NL,EV,never activated,Ayvens,1,12/22/2019
5YJ3E7EC6LF594223,G709XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJ3E7EB0KF383864,G604FS,TESLA,Model 3,Performance Dual Motor AWD 4d,,,19-09-2024,NL,EV,never activated,Ayvens,1,9/19/2019
5YJ3E7EB4KF444729,G137FR,TESLA,Model 3,Performance Dual Motor AWD 4d,,,24-09-2024,NL,EV,never activated,Ayvens,1,9/19/2019
5YJ3E7EB6KF490353,G949GN,TESLA,Model 3,Performance Dual Motor AWD 4d,,,27-09-2024,NL,EV,never activated,Ayvens,1,9/26/2019
5YJ3E7EC6LF578992,G581TJ,TESLA,Model 3,Performance Dual Motor AWD 4d,,,17-12-2024,NL,EV,never activated,Ayvens,1,12/17/2019
5YJ3E7EB4KF490299,G759FS,TESLA,Model 3,Performance Dual Motor AWD 4d,,,19-09-2024,NL,EV,never activated,Ayvens,1,9/18/2019
5YJ3E7EC0LF594329,G202XB,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EC5LF581155,G380XK,TESLA,Model 3,Performance Dual Motor AWD 4d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/23/2019
5YJ3E7EC1LF578642,G367TG,TESLA,Model 3,Performance Dual Motor AWD 4d,,,13-03-2024,NL,EV,never activated,Ayvens,1,12/13/2019
5YJ3E7EC6LF589605,G376TG,TESLA,Model 3,Performance Dual Motor AWD 4d,,,18-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
